,id,type,price,number,order date
409,UX6NYG8UD,clothes,199.79 ,1.00 ,2015/5/20
410,TYO0ONK3N,daily use,62.79 ,1.00 ,2020/11/4
411,LTFO43XS5,office supplies,519.18 ,7.00 ,2021/10/24
412,J5MJ067QQ,office supplies,354.80 ,1.00 ,2019/11/13
413,0WH6IY14D,digital,946.56 ,2.00 ,2020/5/15
414,EDI2AOFX4,sports,66.89 ,4.00 ,2015/9/13
415,6PWSEAWO1,digital,930.17 ,8.00 ,2019/10/29
416,EJS7TEPCX,digital,998.50 ,3.00 ,2016/6/21
417,1HYK5M7FV,office supplies,947.90 ,6.00 ,2018/4/13
418,F9HJ8255M,food,13.40 ,5.00 ,2015/12/31
419,KZGAMQPDA,digital,52.23 ,9.00 ,2015/6/20
420,5P5GBWTP7,daily use,997.69 ,8.00 ,2015/10/24
421,TYZFDQTJ4,clothes,823.32 ,8.00 ,2018/10/7
422,6XRD8OET1,clothes,247.21 ,0.00 ,2021/3/2
423,XNXHVU26L,digital,360.58 ,5.00 ,2020/8/22
424,AU1E12530,food,612.02 ,3.00 ,2018/6/5
425,XHK4NORG4,food,492.86 ,7.00 ,2017/4/13
426,KKM91A5U6,sports,925.96 ,1.00 ,2021/9/13
427,LLAVLO1VE,sports,733.13 ,2.00 ,2017/1/15
428,0CY736R0Q,digital,916.28 ,9.00 ,2017/9/20
429,DIART45KF,daily use,105.23 ,5.00 ,2016/8/7
430,F3YZCRW1Q,sports,953.41 ,3.00 ,2016/3/5
431,8R09CW7ER,food,768.81 ,4.00 ,2017/8/24
432,WDDVVQ765,clothes,150.07 ,2.00 ,2019/9/13
433,OKEW8ES1I,digital,345.09 ,5.00 ,2020/11/9
434,B3ZI7P8XG,digital,429.87 ,9.00 ,2019/8/5
435,KB62QJT9L,food,956.31 ,1.00 ,2015/5/27
436,YUFGA5BQ6,daily use,607.39 ,0.00 ,2017/6/22
437,6LOIBBJZB,daily use,296.83 ,0.00 ,2018/11/20
438,JDGCUARK1,food,805.95 ,6.00 ,2018/7/11
439,MCSJLUR56,daily use,367.39 ,5.00 ,2020/3/11
440,6XHY7NIY1,office supplies,282.33 ,6.00 ,2020/8/24
441,MZZ3B7RQ3,daily use,551.12 ,8.00 ,2015/3/31
442,J9MS45FJI,digital,753.92 ,7.00 ,2021/5/2
443,TUN88E37E,daily use,43.76 ,7.00 ,2019/12/28
444,KEDX88BDX,clothes,448.14 ,5.00 ,2016/12/14
445,XYSHBSP05,daily use,700.25 ,0.00 ,2018/6/8
446,A0Z2ZS4JY,clothes,121.64 ,3.00 ,2020/4/24
447,EV17XKLWZ,digital,796.57 ,9.00 ,2021/5/17
448,B7DU10H5F,daily use,428.89 ,2.00 ,2016/7/7
449,SZRTE1QBR,digital,577.67 ,3.00 ,2016/10/2
450,OP02TDY1V,sports,302.10 ,3.00 ,2017/3/30
451,OXH7CJ8YV,sports,648.70 ,7.00 ,2017/2/8
452,7672E0FJ6,sports,637.30 ,10.00 ,2019/3/29
453,LVYGRRB3A,sports,937.20 ,6.00 ,2016/1/1
454,LUN7AWQZK,office supplies,49.71 ,10.00 ,2020/11/14
455,T8JLEX6RR,clothes,968.45 ,1.00 ,2016/12/27
456,CIOLQWMW8,food,933.40 ,5.00 ,2016/7/13
457,211MMMFZG,sports,958.02 ,3.00 ,2017/3/28
458,7DLK7JKAY,clothes,338.43 ,5.00 ,2018/5/28
459,1UDL09QJM,sports,825.58 ,0.00 ,2015/6/4
460,CVQP67F13,clothes,749.33 ,2.00 ,2015/4/9
461,UAD6XK60D,food,815.42 ,10.00 ,2020/8/28
462,NI5EI9P7Z,sports,796.76 ,2.00 ,2021/8/9
463,0REWJEGXC,office supplies,759.71 ,10.00 ,2018/7/26
464,XAIC27J02,food,777.98 ,8.00 ,2016/12/21
465,V67LIMA8P,digital,840.09 ,2.00 ,2016/3/18
466,JN2QAO2W8,daily use,69.57 ,10.00 ,2019/1/23
467,0MOJND545,food,791.35 ,8.00 ,2020/4/1
468,7KH42EFSR,sports,875.99 ,2.00 ,2017/6/23
469,FIHUZ81Z7,food,71.45 ,9.00 ,2015/11/11
470,SB651QDM3,digital,726.84 ,8.00 ,2019/1/2
471,WNFDKO8MO,digital,306.12 ,4.00 ,2020/6/1
472,1B5K3YOBW,clothes,822.31 ,9.00 ,2016/12/10
473,IRFNB7TK2,food,580.99 ,2.00 ,2016/1/23
474,TOKC1UTIP,food,247.00 ,5.00 ,2016/6/24
475,8RJYUJ2FY,food,435.07 ,4.00 ,2015/12/9
476,0715JWK9V,food,377.22 ,2.00 ,2017/3/24
477,M0T7MFIVD,clothes,785.44 ,1.00 ,2020/12/13
478,Y5DE5XS38,sports,161.15 ,5.00 ,2015/7/26
479,069XGN5FR,sports,224.48 ,4.00 ,2019/9/12
480,ZYWDH9210,clothes,106.26 ,9.00 ,2016/9/16
481,NFP94UNU8,food,245.50 ,0.00 ,2019/2/5
482,JO1HWW0XM,sports,456.61 ,9.00 ,2016/3/29
483,0797H9GHU,digital,945.06 ,10.00 ,2019/1/1
484,DPQJRNXG2,office supplies,379.33 ,9.00 ,2018/1/30
485,YR69XOFKC,daily use,986.49 ,4.00 ,2018/9/21
486,48F7CICUS,daily use,244.23 ,9.00 ,2021/6/15
487,XKPM2CVRR,sports,989.79 ,2.00 ,2020/4/24
488,Y3W1O1EJK,food,585.92 ,1.00 ,2016/6/20
489,8XTTKOODA,food,636.00 ,10.00 ,2018/10/24
490,56DWQM6LC,digital,679.60 ,3.00 ,2017/5/5
491,R1FOX1V96,digital,327.97 ,3.00 ,2021/9/19
492,87JL62DMS,food,360.83 ,4.00 ,2016/12/20
493,YY5KG4NAN,office supplies,550.54 ,0.00 ,2017/11/23
494,9OKGMPV4L,office supplies,920.69 ,3.00 ,2016/12/10
495,UDG7U8L6C,digital,297.17 ,10.00 ,2019/2/28
496,770D8SIZG,daily use,967.92 ,8.00 ,2017/4/25
497,5OH79RHGI,clothes,909.48 ,5.00 ,2016/5/17
498,G9X5C7944,office supplies,388.79 ,0.00 ,2016/11/16
499,T6IBQLD75,sports,739.92 ,3.00 ,2018/1/1
