,id,price,number,order date
489,JMZWB661X,302.38037377377026,6,2018-07-04
490,EHG5BQ3BZ,786.5663825717636,10,2019-08-05
491,AHSSCIVUA,231.09383179367083,1,2015-06-11
492,PUHYG4TU3,350.16339308131637,2,2017-10-12
493,051XASD7G,181.1949101208915,9,2016-11-15
494,K250CPXR4,788.425929621136,1,2021-04-01
495,XEMZW8P7Z,272.41302614585885,2,2018-12-04
496,L18GWDWJA,284.49611470878955,2,2020-01-29
497,ZR8BKRPT2,450.0005021477421,0,2017-11-30
498,AUG00ZVV9,66.29467977685721,5,2015-05-06
499,YJPE6NEVF,680.7576587870378,8,2021-05-18
